Id,PropertyClass,ZoningCategory,LandArea,RoadType,PlotShape,LandElevation,UtilityAccess,PlotConfiguration,LandSlope,District,NearbyTransport1,NearbyTransport2,PropertyType,HotelStyle,OverallQuality,OverallCondition,ConstructionYear,RenovationYear,RoofDesign,RoofMaterial,ExteriorPrimary,ExteriorSecondary,FacadeArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementHeight,BasementCondition,BasementExposure,BasementFacilityType1,BasementFacilitySF1,BasementFacilityType2,BasementFacilitySF2,BasementUnfinishedSF,BasementTotalSF,HeatingType,HeatingQuality,CentralAC,ElectricalSystem,GroundFloorArea,UpperFloorArea,LowQualityArea,UsableArea,BasementFullBaths,BasementHalfBaths,FullBaths,HalfBaths,GuestRooms,Kitchens,KitchenQuality,TotalRooms,PropertyFunctionality,Lounges,ParkingCapacity,ParkingArea,DrivewayType,TerraceArea,OpenVerandaArea,EnclosedVerandaArea,SeasonalPorchArea,ScreenPorchArea,SwimmingPoolArea,ExtraFacilityValue,MonthSold,YearSold,DealType,DealCondition,HotelValue
1380,0.5389811149791145,RL,-0.08714982628106493,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,-0.8193210389391319,-0.5231298866160364,1.1342780111045527,1.0611397154316762,Gable,CompShg,VinylSd,VinylSd,-0.5980830966231374,TA,TA,PConc,Gd,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,-0.41650092055612237,-1.5384111669051075,GasA,Gd,Y,SBrkr,-1.0728315203482104,0.6622743933167151,-0.11737913368279436,-0.2507586787858977,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,Gd,0.2786765050001847,Typ,-0.9625524991358024,0.2911148129585062,-0.3670821704796637,Y,0.030260439987125843,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.5059439823105731,0.133530068156807,WD,Normal,167500.0
476,-0.8675661948612713,RL,-0.2051296856369091,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.8193210389391319,0.37494717195226707,-0.2718855372460013,-1.0648440811378277,Hip,CompShg,HdBoard,HdBoard,-0.5980830966231374,TA,TA,CBlock,TA,TA,No,GLQ,0.3968729647754834,Unf,-0.28409712080085825,-0.5147634332587611,-0.20985745291383495,GasA,TA,Y,SBrkr,-0.514724518119908,-0.7990489284972221,-0.11737913368279436,-1.0642063648363218,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,TA,-0.9598857394450803,Typ,-0.9625524991358024,0.2911148129585062,0.6950000587562528,Y,-0.744159009459473,-0.3657569654357397,-0.34877482690697265,-0.12244894796701473,3.1100111379309205,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,-0.6223005063154001,WD,Normal,132500.0
1248,0.5389811149791145,RL,0.15661254448363937,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,-0.0899551289042962,-0.5231298866160364,0.15323367504602667,-0.43671250487865604,Gable,CompShg,HdBoard,HdBoard,1.3501808174376633,TA,TA,CBlock,TA,TA,Av,GLQ,0.1991661148102325,Unf,-0.28409712080085825,-0.2177426562257849,-0.11463687955609872,GasA,TA,Y,SBrkr,-0.34935948042263326,-0.7990489284972221,-0.11737913368279436,-0.9414218084513521,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,-0.3406046172224478,Typ,-0.9625524991358024,1.645137198812023,1.9467398289271542,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.5059439823105731,1.6451912171012213,WD,Normal,169900.0
58,0.07013201169898592,RL,0.09240517879436323,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6394107811305394,-0.5231298866160364,1.0688750553673176,0.9161862747564827,Gable,CompShg,VinylSd,VinylSd,-0.5980830966231374,Gd,TA,PConc,Gd,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.646520807772424,-0.45924466885076326,GasA,Ex,Y,SBrkr,-0.798945676662099,1.164604285190256,-0.11737913368279436,0.3746751553000416,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,Gd,0.2786765050001847,Typ,-0.9625524991358024,0.2911148129585062,0.41525518587714977,Y,-0.744159009459473,0.29991347610902896,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.6149165323466963,-1.3781310807876073,WD,Normal,196500.0
638,3.117651183019822,RM,-0.4382691686667844,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,-0.8193210389391319,-1.4212069451843399,-0.5661988380635591,-1.499704403163408,Gable,CompShg,Wd Sdng,Wd Sdng,-0.5980830966231374,TA,TA,CBlock,TA,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.5370921004444854,-0.5703353377681222,GasA,TA,Y,FuseA,-0.925553283649075,0.5161420611353214,-0.11737913368279436,-0.26418823964050375,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,4.249364264665088,Gd,0.2786765050001847,Typ,-0.9625524991358024,-1.0629075728950106,-1.04984931784561,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.7357770470039657,0.8893606426290142,WD,Normal,93000.0
1274,0.5389811149791145,RL,0.07990213393832556,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,-0.0899551289042962,1.2730242305205706,-0.4026914487204714,1.0128219018732783,Gable,CompShg,Plywood,Plywood,-0.10956318981386202,TA,TA,CBlock,TA,TA,Av,ALQ,0.5902346092469924,Unf,-0.28409712080085825,-0.6040929902611599,-0.09876678399647601,GasA,Gd,Y,SBrkr,0.48521719420580034,-0.7990489284972221,-0.11737913368279436,-0.3217435004459583,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,Ex,-0.9598857394450803,Typ,0.5941361787118566,-1.0629075728950106,-0.7843287605366309,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,2.598732958397488,-0.07003516436576918,-0.09148494836611275,-0.5059439823105731,0.133530068156807,WD,Normal,177000.0
1027,-0.8675661948612713,RL,-0.12804324366735353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,-0.8193210389391319,-0.5231298866160364,-0.36998997085185387,-1.209797521813021,Gable,CompShg,MetalSd,HdBoard,1.2862079724983535,TA,TA,CBlock,TA,TA,No,Rec,0.5424373488158329,Unf,-0.28409712080085825,0.0011147584300923105,0.4657551866243889,GasA,TA,Y,SBrkr,0.24492112380194794,-0.7990489284972221,-0.11737913368279436,-0.5001648089428673,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,-0.3406046172224478,Typ,2.150824856559516,0.2911148129585062,-0.07785442055381145,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,2.2461273173399485,-0.07003516436576918,-0.09148494836611275,-0.8795641538629962,1.6451912171012213,WD,Normal,167500.0
910,0.07013201169898592,RL,0.18114859491541255,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,-0.0899551289042962,-0.5231298866160364,1.101576533235935,0.9645040883148805,Gable,CompShg,VinylSd,VinylSd,-0.5980830966231374,Gd,TA,PConc,Gd,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.3829986146153474,-0.7267691368558318,GasA,Ex,Y,SBrkr,-1.1038374649164493,0.8951727977308114,-0.11737913368279436,-0.07809289636953409,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,Gd,0.8979576272228172,Typ,0.5941361787118566,0.2911148129585062,-0.41449655571341,Y,-0.46536800765869746,-0.3657569654357397,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,0.8893606426290142,WD,Normal,174000.0
173,2.414377528099629,RL,-0.5035106207727253,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,0.6394107811305394,1.2730242305205706,0.5129499316008195,0.0947834442637199,Gable,CompShg,HdBoard,HdBoard,-0.5980830966231374,Gd,Gd,PConc,Gd,Gd,No,GLQ,0.1035715939479134,Rec,1.081296440665209,-0.48349808830792146,0.003255258886812832,GasA,Gd,Y,SBrkr,-0.2718446190020357,0.8061234078077746,-0.11737913368279436,0.4648450638952537,1.095229229837857,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,Gd,-0.9598857394450803,Typ,0.5941361787118566,0.2911148129585062,0.1260274359512975,Y,2.671030762600028,-0.2065749033272081,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,-1.3781310807876073,WD,Normal,239000.0
451,-0.633141643221207,RM,-0.46797565118188145,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,-0.0899551289042962,2.171101289088874,-1.3510343069103798,0.9645040883148805,Hip,CompShg,Wd Sdng,Wd Sdng,-0.5980830966231374,TA,TA,BrkTil,TA,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.5415585782946054,-0.5658010247510872,GasA,Ex,Y,FuseA,-0.9203856262210351,-0.7990489284972221,-0.11737913368279436,-1.3654122297182005,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,Gd,-0.9598857394450803,Typ,-0.9625524991358024,-1.0629075728950106,-0.9834691785183652,N,-0.744159009459473,0.9221706279878344,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,-1.3781310807876073,WD,Normal,110000.0
126,3.117651183019822,RM,-0.3649430409396462,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,-0.0899551289042962,2.171101289088874,-1.1875269175672922,-0.14680562352826917,Gable,CompShg,Wd Sdng,Wd Sdng,-0.5980830966231374,TA,Fa,CBlock,TA,TA,Av,GLQ,0.09270858021355896,Unf,-0.28409712080085825,-1.2070675000273523,-1.2300778817467233,GasA,Gd,N,SBrkr,-1.6774474394288712,-0.7990489284972221,4.836786015592519,-1.4786042426355945,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,TA,-0.9598857394450803,Typ,-0.9625524991358024,-2.4169299587485273,-2.2636575798295144,N,-0.33371670125277564,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,-1.3781310807876073,WD,Normal,84500.0
935,-0.8675661948612713,RL,1.5970009150416031,Pave,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,0.6394107811305394,1.2730242305205706,-0.36998997085185387,1.0611397154316762,Flat,Tar&Grv,Wd Sdng,Wd Sdng,-0.5980830966231374,TA,TA,CBlock,Gd,TA,Gd,GLQ,-0.04851059833304879,Unf,-0.28409712080085825,-0.9167464397695559,-1.082712708693084,GasA,Ex,Y,SBrkr,2.324903238587982,-0.7990489284972221,-0.11737913368279436,1.0442346893368293,1.095229229837857,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,1.3892688620771794,-0.2119105538809366,Gd,1.5172387494454498,Typ,0.5941361787118566,0.2911148129585062,0.13076887447467214,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,1.7357770470039657,0.133530068156807,WD,Normal,242000.0
531,0.5389811149791145,RL,-0.043436173212963315,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,-0.0899551289042962,-0.5231298866160364,0.545651409469437,0.19141907138051553,Gable,CompShg,HdBoard,HdBoard,0.6755580889867592,Gd,TA,CBlock,Gd,TA,Av,GLQ,0.7292811850467293,Unf,-0.28409712080085825,0.24007132341150925,0.9033163927682721,GasA,Ex,Y,SBrkr,0.877959158736828,-0.7990489284972221,-0.11737913368279436,-0.03013017903165531,1.095229229837857,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,Gd,-0.9598857394450803,Typ,0.5941361787118566,0.2911148129585062,0.5812055341952618,Y,0.9905405573009084,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.6149165323466963,0.133530068156807,WD,Abnorml,175000.0
858,0.07013201169898592,RL,-0.238502474538363,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,-0.0899551289042962,-0.5231298866160364,0.7418602766811423,0.4813259527309024,Gable,CompShg,HdBoard,HdBoard,-0.5980830966231374,TA,TA,PConc,Gd,TA,No,Unf,-0.9718667657531764,Unf,-0.28409712080085825,0.2936690576129486,-0.8174553971965329,GasA,Gd,Y,SBrkr,-1.207190613477246,0.9796555522731796,-0.11737913368279436,-0.08384842245007955,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,TA,-0.3406046172224478,Typ,0.5941361787118566,0.2911148129585062,-0.6373441663120175,Y,-0.744159009459473,-0.19210380677188704,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-1.2531843254154194,0.8893606426290142,WD,Normal,174000.0
714,3.117651183019822,RL,-0.0741767421447251,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,-1.5486869489739674,-0.5231298866160364,-0.04297519216567854,-0.7266193862290429,Gable,CompShg,HdBoard,HdBoard,0.3324310115850062,TA,TA,CBlock,TA,TA,Av,ALQ,0.7423168015279547,Unf,-0.28409712080085825,-0.8921808115938963,-0.23252901799901027,GasW,TA,N,SBrkr,-0.5405628052601071,-0.7990489284972221,-0.11737913368279436,-1.0833914517714733,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,-0.3406046172224478,Typ,-0.9625524991358024,0.2911148129585062,0.4674110096342707,Y,-0.744159009459473,3.4546125251690194,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.5059439823105731,-1.3781310807876073,WD,Normal,129000.0
91,-0.8675661948612713,RL,-0.3254597413942641,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-1.5486869489739674,-0.5231298866160364,-0.6970047495380293,-1.6929756573969992,Gable,CompShg,BrkFace,Wd Sdng,-0.5980830966231374,TA,TA,Slab,TA,TA,No,Unknown,-0.9718667657531764,Unknown,-0.28409712080085825,-1.2740646677791514,-2.408999266175839,GasA,TA,Y,FuseA,-0.33385650813851375,-0.7990489284972221,-0.11737913368279436,-0.9299107562902612,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,TA,-1.5791668616677128,Typ,-0.9625524991358024,0.2911148129585062,-0.2722534000121712,Y,-0.744159009459473,-0.29340148265913446,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,-1.3781310807876073,WD,Normal,109900.0
1413,0.7734056666191789,RL,-0.3254597413942641,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,-1.5486869489739674,-0.5231298866160364,-0.7297062274066467,-1.6929756573969992,Gable,CompShg,BrkFace,Stone,-0.5980830966231374,TA,TA,Slab,TA,TA,No,Unknown,-0.9718667657531764,Unknown,-0.28409712080085825,-1.2740646677791514,-2.408999266175839,Wall,Fa,N,FuseF,-0.33385650813851375,-0.7990489284972221,-0.11737913368279436,-0.9299107562902612,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,-1.0971183631168773,4.249364264665088,TA,-0.3406046172224478,Typ,-0.9625524991358024,0.2911148129585062,-0.2722534000121712,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,0.8893606426290142,WD,Normal,90000.0
182,0.30455656333905023,RL,-0.28898469324281584,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.6394107811305394,0.37494717195226707,-1.6780490855965553,-1.6929756573969992,Gable,CompShg,Stucco,Stucco,-0.5980830966231374,TA,TA,BrkTil,Fa,TA,No,LwQ,-0.20711059885462366,Unf,-0.28409712080085825,-0.28920630182770396,-0.6111441549214377,GasA,Gd,Y,SBrkr,-0.6930086993872824,1.2582203104939613,-0.11737913368279436,0.531992868168284,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,1.240487103598026,1.3892688620771794,-0.2119105538809366,TA,1.5172387494454498,Typ,0.5941361787118566,-1.0629075728950106,-1.239506858780595,Y,-0.744159009459473,-0.7130632827634451,0.3026841073110477,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,-1.3781310807876073,WD,Normal,200100.0
876,0.07013201169898592,FV,-0.1562456004854836,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,1.3687766911653751,-0.5231298866160364,1.1669794889731702,1.0611397154316762,Gable,CompShg,CemntBd,CmentBd,-0.5980830966231374,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.8328201899534395,Unf,-0.28409712080085825,1.2271629282880165,0.2753140399089164,GasA,Ex,Y,SBrkr,0.038214826680354495,2.456962097919457,-0.11737913368279436,2.082147892528526,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,1.240487103598026,1.3892688620771794,-0.2119105538809366,Ex,2.755800993890715,Typ,0.5941361787118566,0.2911148129585062,0.34413360802653037,Y,0.8666334453894526,4.55441586337342,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.6149165323466963,-0.6223005063154001,New,Partial,303477.0
1152,-0.8675661948612713,RL,0.6667931793236125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,-0.8193210389391319,-1.4212069451843399,-0.4026914487204714,-1.258115335371419,Gable,CompShg,HdBoard,Plywood,0.16959104264858108,TA,TA,CBlock,TA,TA,No,BLQ,-0.5894886823039001,Unf,-0.28409712080085825,1.6068135455482118,0.9146521753108597,GasA,TA,Y,SBrkr,0.7668545240339715,-0.7990489284972221,-0.11737913368279436,-0.11262605285280682,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,1.240487103598026,0.14607524948015102,-0.2119105538809366,Fa,-0.3406046172224478,Typ,2.150824856559516,0.2911148129585062,0.23982196051228857,Y,-0.744159009459473,1.312890234981503,-0.34877482690697265,-0.12244894796701473,1.4880251890662384,-0.07003516436576918,-0.09148494836611275,1.7357770470039657,-1.3781310807876073,WD,Normal,149900.0
787,-0.1642925399410784,RM,0.012968540423296844,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,-0.8193210389391319,0.37494717195226707,-1.841556474939643,-1.6929756573969992,Gable,CompShg,MetalSd,MetalSd,-0.5980830966231374,TA,Gd,PConc,Fa,TA,No,LwQ,0.5185387186002531,Unf,-0.28409712080085825,-1.2740646677791514,-0.8537299013328135,GasA,TA,Y,SBrkr,-0.5250598329759877,0.7673070070720919,-0.11737913368279436,0.2442165641410113,1.095229229837857,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,1.3892688620771794,-0.2119105538809366,TA,0.2786765050001847,Typ,-0.9625524991358024,-1.0629075728950106,-0.2912191541056697,Y,-0.744159009459473,-0.7130632827634451,2.843373950761327,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,2.1085538900975203,-0.13232381075814997,1.6451912171012213,WD,Normal,139000.0
415,0.07013201169898592,RL,0.053203902817162425,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0.6394107811305394,-0.5231298866160364,0.7091587988125247,0.38469032561410677,Gable,CompShg,VinylSd,VinylSd,-0.5980830966231374,Gd,TA,PConc,Gd,TA,No,BLQ,-0.863236628409632,GLQ,3.0881074426339405,-0.15967844417422564,0.03952976302309331,GasA,Ex,Y,SBrkr,-0.230503359577717,1.5230851625727375,-0.11737913368279436,1.0979529327552535,-0.8234205158634983,4.01792496495232,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,Gd,1.5172387494454498,Typ,0.5941361787118566,1.645137198812023,0.9510377390184827,Y,0.7737031114558608,1.9930317730815927,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,2.109397218556389,0.133530068156807,WD,Normal,228000.0
252,1.4766793215393716,RM,-0.5557789887423263,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,1.3687766911653751,-0.5231298866160364,1.1342780111045527,1.0611397154316762,Hip,CompShg,VinylSd,VinylSd,2.1992749411775945,Gd,TA,PConc,Gd,TA,Gd,GLQ,2.445637355074731,Unf,-0.28409712080085825,-1.2740646677791514,1.1572379217222355,GasA,Ex,Y,SBrkr,1.1776832895631384,-0.7990489284972221,-0.11737913368279436,0.19241682941610222,1.095229229837857,4.01792496495232,0.7748354424867502,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,Gd,-0.9598857394450803,Typ,0.5941361787118566,0.2911148129585062,0.28723634574603485,Y,0.2083769133598436,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,2.422430137868718,-0.07003516436576918,-0.09148494836611275,2.109397218556389,-0.6223005063154001,WD,Family,235000.0
70,-0.1642925399410784,RL,0.4635481945209551,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,0.6394107811305394,-1.4212069451843399,-0.5989003159321766,-1.5480222167218058,Gable,CompShg,BrkFace,AsbShng,-0.5980830966231374,Gd,TA,CBlock,TA,TA,No,BLQ,0.3382126906099694,Unf,-0.28409712080085825,0.2914358186878886,0.54737282093102,GasW,TA,Y,SBrkr,0.34827427236274466,1.445452361101372,-0.11737913368279436,1.4624695845231324,-0.8234205158634983,-0.24135945019148206,0.7748354424867502,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,0.2786765050001847,Typ,0.5941361787118566,0.2911148129585062,0.8988819152613617,Y,-0.744159009459473,-0.4091702551017029,1.5078831356143856,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,-1.3781310807876073,WD,Normal,225000.0
804,0.07013201169898592,RL,0.3035468235060971,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2.0981426012002107,-0.5231298866160364,1.1996809668417878,1.1577753425484718,Hip,CompShg,VinylSd,VinylSd,1.8677792901284433,Ex,TA,PConc,Ex,TA,Gd,Unf,-0.9718667657531764,Unf,-0.28409712080085825,2.598371628274839,1.5222501195935578,GasA,Ex,Y,SBrkr,1.4593206193913095,1.6852007185864712,-0.11737913368279436,2.488871735553738,-0.8234205158634983,-0.24135945019148206,2.6087654838755077,1.240487103598026,1.3892688620771794,-0.2119105538809366,Ex,3.3750821161133473,Typ,0.5941361787118566,1.645137198812023,2.572609714012605,Y,-0.34146089574724164,1.7470231316411347,-0.34877482690697265,-0.12244894796701473,3.1100111379309205,-0.07003516436576918,-0.09148494836611275,-2.0004246685202656,0.8893606426290142,New,Partial,582933.0
132,0.07013201169898592,RL,0.14683572745335427,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,-0.0899551289042962,-0.5231298866160364,0.9380691438928475,0.7229150205228915,Gable,CompShg,VinylSd,VinylSd,-0.3654545695711015,Gd,TA,PConc,Gd,TA,No,GLQ,0.5380921433220911,Unf,-0.28409712080085825,-0.6107927070363398,-0.1599800097264493,GasA,Ex,Y,SBrkr,-0.3803654249908723,1.5573349279277517,-0.11737913368279436,1.015457058934102,1.095229229837857,-0.24135945019148206,0.7748354424867502,1.240487103598026,0.14607524948015102,-0.2119105538809366,Gd,0.2786765050001847,Typ,0.5941361787118566,0.2911148129585062,-0.41449655571341,Y,-0.5582983415922893,-0.018450648108034328,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,0.24129636079427316,0.8893606426290142,WD,Normal,244000.0
301,3.117651183019822,RL,0.47830742792244313,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,-0.8193210389391319,-0.5231298866160364,-0.5989003159321766,-1.5480222167218058,Hip,CompShg,MetalSd,MetalSd,-0.27240315875028714,TA,TA,CBlock,TA,TA,Mn,BLQ,0.8552921443652409,Unf,-0.28409712080085825,-0.5504952560597206,0.23223806624708335,GasA,TA,Y,SBrkr,0.4309567912113821,-0.7990489284972221,-0.11737913368279436,-0.36203218300977646,1.095229229837857,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,-1.0971183631168773,-0.2119105538809366,TA,-0.9598857394450803,Typ,2.150824856559516,-1.0629075728950106,-0.4856181335640294,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.13232381075814997,-1.3781310807876073,WD,Normal,157000.0
979,-0.8675661948612713,RL,-0.11394206525828851,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,-1.5486869489739674,-0.5231298866160364,-0.5661988380635591,-1.499704403163408,Gable,CompShg,MetalSd,MetalSd,-0.5980830966231374,TA,TA,CBlock,TA,TA,No,LwQ,0.22740995051955407,Unf,-0.28409712080085825,-0.5102969554086412,-0.3821613475611672,GasA,Ex,Y,SBrkr,-0.7110955003854218,-0.7990489284972221,-0.11737913368279436,-1.2100130255434733,-0.8234205158634983,-0.24135945019148206,-1.0590945989020073,-0.7629913948106298,0.14607524948015102,-0.2119105538809366,TA,-0.9598857394450803,Typ,-0.9625524991358024,0.2911148129585062,-0.3670821704796637,Y,-0.744159009459473,-0.7130632827634451,-0.34877482690697265,-0.12244894796701473,-0.2750030162214594,-0.07003516436576918,-0.09148494836611275,-0.5059439823105731,-0.6223005063154001,WD,Abnorml,110000.0
